transaction_id,Date,sender_id,receiver_id,Amount,Transaction Type,Category
a7face5c,2021-12-04,abc123,f045-4b21,32.95,expense,Coffee Shops
9ad043de,2021-12-04,abc123,8785-4ef7,47.81,expense,Food & Dining
1d09c8dc,2021-12-04,abc123,b17f-4c42,180.73,expense,Restaurants
59f1c3e6,2021-12-04,abc123,8c1c-4d87,199.9,expense,Restaurants
59056eef,2021-12-04,abc123,cc7f-4306,1.75,expense,Mortgage & Rent
5c7ec544,2021-12-04,abc123,a61f-4b7c,189.11,expense,Internet
0441db6f,2021-12-04,abc123,6fd0-4e8d,988.79,expense,Groceries
87d93e20,2021-12-04,abc123,0a0a-43d8,853.51,income,Salary
41265167,2021-12-04,abc123,1439-4717,1.75,expense,Internet
1a8d4e96,2021-12-04,abc123,69a6-479c,2155.95,expense,Restaurants
3c33d3ea,2021-12-04,abc123,bcc0-4f5b,138.99,income,Mutual Funds
1757d8fa,2021-12-05,abc123,bfc1-4ebd,81.44,expense,Groceries
d1d91c5f,2021-12-05,abc123,06d2-4ed5,197.32,expense,Utilities
ed431afe,2021-12-05,abc123,cabd-42b2,1.75,expense,Restaurants
6ee1bdf7,2021-12-05,abc123,1b97-4d3f,1.75,expense,Fast Food
1508efe2,2021-12-05,abc123,f529-4c5d,2228.24,income,Mutual Funds
abdfcb7e,2021-12-05,abc123,75c4-429d,199.58,expense,Utilities
b912703c,2021-12-05,abc123,e03f-47dd,1.75,expense,Fast Food
925fbc7a,2021-12-05,abc123,924f-4cc1,42.28,expense,Home Improvement
a98f5eeb,2021-12-05,abc123,f5ef-44b2,70.43,expense,Restaurants
6f86bb28,2021-12-05,b1a6-4df8,abc123,848.05,income,Stocks
ab14fa0f,2021-12-05,abc123,bd11-4057,1.75,expense,Mortgage & Rent
1c776414,2021-12-05,abc123,ac4c-4cb5,1.75,expense,Electronics & Software
f6afbe12,2021-12-07,abc123,212a-4057,154.36,expense,Alcohol & Bars
307e48e0,2021-12-07,abc123,e654-410f,200.71,income,Salary
6c7a441e,2021-12-07,abc123,06fb-4dc4,41.27,expense,Restaurants
cbc05048,2021-12-07,abc123,570c-4a67,194.31,expense,Restaurants
ece369b6,2021-12-07,abc123,999e-49a1,1.75,expense,Haircut
318399d9,2021-12-07,abc123,2bac-4550,1.75,expense,Utilities
3bd5425f,2021-12-07,abc123,ccf0-4f16,149.35,income,Mutual Funds
2feeb159,2021-12-07,abc123,38e5-4ee7,115.1,expense,Groceries
157233bd,2021-12-07,abc123,8d77-4a77,1.75,expense,Restaurants
50b2aa5d,2021-12-07,abc123,6bc9-435a,169.75,expense,Mortgage & Rent
dd54406a,2021-12-07,abc123,1897-4260,192.74,income,Salary
b6096730,2021-12-07,abc123,f362-48ff,1437.93,expense,Groceries
e32a5247,2021-12-07,abc123,22fb-4aaf,190.58,expense,Restaurants
e9b34194,2021-12-07,9df7-4a68,abc123,3359.48,income,Salary
92d8f3e2,2021-12-07,abc123,8717-4201,58.4,expense,Mobile Phone
664337bd,2021-12-07,abc123,2877-481d,197.98,income,Mutual Funds
8e013e36,2021-12-07,abc123,9275-4fa1,193.16,expense,Home Improvement
d3266ced,2021-12-07,abc123,516b-4643,32.7,expense,Groceries
a83c7951,2021-12-07,f448-4200,abc123,3328.74,income,Mutual Funds
f3a2e66b,2021-12-07,cd6a-4bed,abc123,976.82,income,Salary
fa063588,2021-12-08,abc123,875c-40b8,1.75,expense,Restaurants
03398eed,2021-12-08,abc123,fb30-42a7,1.75,expense,Utilities
a563a24b,2021-12-08,abc123,ac27-4212,22.24,expense,Movies & DVDs
43d6356b,2021-12-08,abc123,d8e8-4553,1.75,expense,Groceries
3c5458dc,2021-12-08,abc123,5643-4047,160.08,expense,Auto Insurance
100e99b7,2021-12-08,abc123,ed49-4032,1.75,expense,Restaurants
9e2bf877,2021-12-08,abc123,919a-47ad,49.67,expense,Restaurants
c8e633b4,2021-12-08,abc123,9bfb-4b9f,1.75,expense,Auto Insurance
bf0c8800,2021-12-08,abc123,31a4-4e0f,138.68,expense,Restaurants
f7908ac6,2021-12-08,abc123,a548-4936,194.07,income,Salary
58128c6b,2021-12-08,abc123,c067-45c4,117.86,expense,Utilities
407ef26b,2021-12-09,abc123,e537-4a56,185.48,income,Stocks
327770d4,2021-12-09,7937-4102,abc123,2081.46,income,Stocks
517e1a18,2021-12-09,abc123,ae07-49c3,6.03,expense,Haircut
1353e680,2021-12-09,abc123,ebf4-416c,1.75,expense,Restaurants
25f95ed8,2021-12-09,abc123,95bd-492c,1.75,expense,Alcohol & Bars
16cb3d27,2021-12-09,abc123,3bff-4942,180.4,expense,Shopping
4cf2f0f7,2021-12-09,abc123,5138-48d6,1.75,expense,Restaurants
e5f06dc7,2021-12-09,abc123,26f8-4f64,983.79,expense,Utilities
e57e5432,2021-12-09,abc123,5de7-4a56,180.51,expense,Restaurants
d59dc320,2021-12-09,abc123,80b6-43c1,44.6,expense,Utilities
e8b7cb47,2021-12-09,5fc5-4b8c,abc123,1692.9,income,Stocks
b5963831,2021-12-09,abc123,90ae-4258,176.63,expense,Fast Food
6b87d520,2021-12-10,abc123,d442-4268,2216.59,income,Stocks
6a543da7,2021-12-10,9d43-44e7,abc123,1362.58,income,Stocks
6b3b154b,2021-12-10,abc123,ea24-4a88,131.02,expense,Home Improvement
45d13c33,2021-12-10,abc123,939d-43bc,146.92,expense,Groceries
8209de69,2021-12-10,abc123,dd08-4d67,162.23,expense,Groceries
ee601e1c,2021-12-10,abc123,2cba-4f17,200.69,expense,Haircut
310ec4c0,2021-12-10,abc123,0d78-428b,111.85,expense,Shopping
b7238094,2021-12-10,abc123,6abe-40ea,2162.36,expense,Entertainment
01fad4bd,2021-12-10,abc123,cec7-40e1,1.75,expense,Utilities
b7b0c144,2021-12-10,abc123,cdd5-458a,1.75,expense,Fast Food
1c86bd22,2021-12-10,abc123,3b13-4d83,199.61,expense,Groceries
0c050de6,2021-12-10,abc123,4cd0-48a3,200.48,expense,Gas & Fuel
ae610455,2021-12-10,abc123,cb75-4533,105.8,expense,Alcohol & Bars
ece9febd,2021-12-10,abc123,6c33-4dc4,148.99,expense,Groceries
eed65968,2021-12-10,abc123,6dbf-49d9,1.75,expense,Home Improvement
97b4591f,2021-12-10,2a7e-4b19,abc123,1110.21,income,Stocks
9d1261a7,2021-12-10,abc123,869b-4af4,189.84,expense,Auto Insurance
67b40a4d,2021-12-10,abc123,034a-4950,1.75,expense,Restaurants
86b256f2,2021-12-10,abc123,f294-43b5,59.4,income,Stocks
921ab56d,2021-12-12,abc123,da96-454b,180.51,expense,Home Improvement
e46d73a6,2021-12-12,abc123,8840-4916,1.75,expense,Restaurants
015cc61e,2021-12-12,a484-4347,abc123,558.96,income,Salary
1e2f2094,2021-12-12,abc123,8876-4de1,1965.86,income,Mutual Funds
5ef69eaf,2021-12-12,abc123,b307-4d1c,200.13,expense,Fast Food
a60649ff,2021-12-12,abc123,d943-4bc5,91.52,income,Mutual Funds
69a56ee0,2021-12-12,abc123,1c11-43d8,200.74,income,Salary
5eda0cf9,2021-12-12,6ad7-44ec,abc123,1419.61,income,Mutual Funds
b0ee2caf,2021-12-12,1237-41d2,abc123,2594.7,income,Mutual Funds
d656b4a5,2021-12-12,abc123,6b05-47aa,176.07,expense,Mobile Phone
0293f8e1,2021-12-12,abc123,c81d-40fd,2200.12,income,Stocks
1663027b,2021-12-12,abc123,dd01-426d,1.75,expense,Utilities
d24dd334,2021-12-12,abc123,c081-463d,46.73,expense,Music
f7ee063f,2021-12-12,abc123,e636-4374,555.39,income,Stocks
7b647e6c,2021-12-12,0f71-435b,abc123,595.56,income,Stocks
ee27f172,2021-12-12,abc123,0bcb-48e6,531.72,expense,Gas & Fuel
219c023e,2021-12-12,1cb5-494a,abc123,694.78,income,Salary
39c4a9b5,2021-12-12,abc123,702b-4045,43.03,expense,Entertainment
7ec67008,2021-12-12,2a2a-409a,abc123,712.21,income,Salary
8f50850f,2021-12-12,abc123,1165-4623,23.98,expense,Movies & DVDs
1c53fb18,2021-12-12,abc123,4182-4d5f,149.02,expense,Coffee Shops
9e73b4c0,2021-12-14,abc123,fa85-42a0,196.69,expense,Utilities
4144cfdd,2021-12-14,abc123,d469-4190,177.91,expense,Mobile Phone
54963a0d,2021-12-14,abc123,c9c9-484c,158.14,expense,Mobile Phone
d891f833,2021-12-14,abc123,04ba-4d0e,1.75,expense,Restaurants
8ff7c227,2021-12-14,abc123,b920-4f41,73.03,expense,Restaurants
1deac1da,2021-12-14,abc123,afb6-417a,181.58,expense,Restaurants
7dfce79c,2021-12-14,abc123,259c-421c,168.11,expense,Restaurants
d1b4080a,2021-12-14,abc123,7c6b-4c57,1.75,expense,Gas & Fuel
bfd24ebb,2021-12-14,abc123,36e5-4de9,196.22,expense,Haircut
bf58d2ff,2021-12-14,f8ba-4a70,abc123,2226.68,income,Stocks
68a53b61,2021-12-14,9846-45dd,abc123,1801.02,income,Salary
ea346371,2021-12-14,abc123,79e5-4cc4,3361.34,expense,Utilities
ee320579,2021-12-14,abc123,fd13-4a33,1.75,expense,Groceries
70909387,2021-12-14,abc123,f877-46ae,959.57,income,Mutual Funds
a1707826,2021-12-16,abc123,f13b-4cbf,175.66,expense,Restaurants
81466cf7,2021-12-16,abc123,86fb-4532,199.03,expense,Movies & DVDs
7d02c60d,2021-12-16,abc123,aa8f-4b03,1552.29,expense,Mobile Phone
ea6253a8,2021-12-16,abc123,625f-4e0e,1.75,expense,Electronics & Software
1d282804,2021-12-16,abc123,3503-4430,171.98,expense,Fast Food
96963691,2021-12-16,abc123,53e4-448a,164.47,expense,Restaurants
98a6ee76,2021-12-16,abc123,ee50-478e,178.86,expense,Alcohol & Bars
d92d082e,2021-12-16,abc123,a0ad-49cf,95.15,expense,Auto Insurance
2ed2e857,2021-12-16,abc123,0bbf-455c,1.75,expense,Restaurants
21bb4752,2021-12-16,abc123,9604-42f6,842.25,expense,Entertainment
cf8161a9,2021-12-16,abc123,72bd-4827,3348.09,income,Salary
0fa05980,2021-12-16,bd11-4d23,abc123,1715.62,income,Salary
129d0e08,2021-12-16,abc123,bfef-4128,26.61,expense,Restaurants
4a2f446d,2021-12-16,abc123,cd04-4791,199.04,expense,Gas & Fuel
634563b2,2021-12-16,abc123,d7d5-438a,191.68,expense,Gas & Fuel
f32b8617,2021-12-17,07d4-4f18,abc123,3323.06,income,Salary
85420535,2021-12-17,abc123,befe-431a,3239.56,expense,Mobile Phone
abbc8b1a,2021-12-17,abc123,6c4b-4303,196.42,expense,Television
c6cfa45e,2021-12-17,abc123,5cdc-475d,185.79,expense,Restaurants
0a31020c,2021-12-17,abc123,1d3d-45ee,645.82,income,Mutual Funds
95bf4290,2021-12-17,abc123,e028-4f12,1.75,expense,Haircut
328137c9,2021-12-17,abc123,eddc-49e7,190.16,expense,Groceries
7d819d56,2021-12-17,abc123,d934-4542,1.75,expense,Movies & DVDs
65250ce5,2021-12-17,abc123,14da-4bc8,15.01,expense,Restaurants
95514a00,2021-12-17,abc123,87b6-49f9,192.74,expense,Alcohol & Bars
b7918c9f,2021-12-17,abc123,5c2f-433b,192.65,income,Mutual Funds
50edfcc5,2021-12-17,abc123,4fa0-4b24,1.75,expense,Restaurants
3170386b,2021-12-17,abc123,ad2b-4c4d,182.55,expense,Alcohol & Bars
bcefd3ac,2021-12-18,abc123,3361-4107,93.93,expense,Utilities
0f7d8939,2021-12-18,abc123,90b0-45a1,1.75,expense,Food & Dining
d2edff36,2021-12-18,b3a8-4140,abc123,3356.67,income,Mutual Funds
d9c0b183,2021-12-18,abc123,65ad-4b84,27.96,expense,Movies & DVDs
b07bb521,2021-12-18,abc123,1d0f-4088,167.87,expense,Utilities
23bf7d3e,2021-12-18,7fc1-4190,abc123,2869.06,income,Salary
3a287893,2021-12-18,abc123,6d4d-4edb,126.36,income,Salary
570c7cad,2021-12-18,abc123,b4e8-407a,199.22,expense,Utilities
7894d30a,2021-12-18,abc123,0e9e-4404,200.59,expense,Music
40af40f5,2021-12-18,abc123,3157-4bd9,1.75,expense,Alcohol & Bars
66e78257,2021-12-18,abc123,d8f3-462e,1589.91,expense,Restaurants
b71067f7,2021-12-18,abc123,d0c2-4c15,1192.08,income,Salary
fccd0545,2021-12-18,abc123,98d6-499b,200.34,expense,Restaurants
05d21011,2021-12-18,abc123,10ac-455b,1.75,expense,Mortgage & Rent
73820946,2021-12-19,abc123,8dee-49cb,2728.47,expense,Shopping
25e8b5b8,2021-12-19,abc123,17e3-4c3a,196.7,expense,Movies & DVDs
d7e6470d,2021-12-19,abc123,e744-4845,105.44,expense,Utilities
b12ef7ea,2021-12-19,abc123,a243-476b,144.18,expense,Restaurants
1e3e8380,2021-12-19,abc123,8433-404c,93.18,expense,Restaurants
9102b6f7,2021-12-19,abc123,fbdb-4098,45.39,expense,Groceries
fef2aa13,2021-12-19,abc123,0c9e-45dc,168.41,expense,Restaurants
9f489b83,2021-12-19,abc123,9531-491b,98.59,expense,Restaurants
7d0314a9,2021-12-19,abc123,5090-464a,184.26,income,Stocks
0e4e1483,2021-12-19,abc123,f450-496a,1.75,expense,Groceries
da075422,2021-12-19,abc123,3001-4ca0,3105.68,expense,Mortgage & Rent
d5fdd967,2021-12-19,abc123,3aea-41b8,1.75,expense,Restaurants
6f6adb56,2021-12-19,abc123,a726-43c2,200.64,expense,Alcohol & Bars
affe002c,2021-12-19,abc123,a636-4633,1.75,expense,Restaurants
a1359251,2021-12-19,54bc-481c,abc123,1.75,income,Stocks
9a21818f,2021-12-19,abc123,6688-4e46,199.88,expense,Alcohol & Bars
408e1629,2021-12-19,abc123,cce3-4bc5,180.67,expense,Music
0493740f,2021-12-19,abc123,7bdd-49f0,42.22,expense,Groceries
3b4208c1,2021-12-19,abc123,44fc-4f2d,1.75,expense,Restaurants
4c1aa066,2021-12-19,abc123,2033-4bf2,1.75,expense,Restaurants
badb0f2d,2021-12-19,a0ff-47b3,abc123,2051.03,income,Mutual Funds
7a73263c,2021-12-19,abc123,5ebc-44f5,181.12,expense,Restaurants
28efc1b5,2021-12-19,abc123,7187-4233,1.75,expense,Mobile Phone
dbfd3577,2021-12-19,abc123,c093-4e30,118.34,expense,Alcohol & Bars
87ec04b9,2021-12-19,abc123,3a54-492d,161.75,expense,Restaurants
e6873ac9,2021-12-19,abc123,3f4d-482d,1.75,expense,Food & Dining
af8a711e,2021-12-19,abc123,3299-45cb,191.65,expense,Alcohol & Bars
5f631ea0,2021-12-19,abc123,122f-494e,199.43,expense,Food & Dining
e301300e,2021-12-19,abc123,9e04-430d,1.75,expense,Restaurants
f704b97f,2021-12-19,abc123,0a22-401d,192.82,expense,Restaurants
4cea851a,2021-12-19,abc123,cd20-4215,1.75,income,Stocks
eee818d5,2021-12-19,abc123,69d6-4de6,162.38,expense,Utilities
eae13ef2,2021-12-19,abc123,7f2c-46e3,147.74,expense,Home Improvement
2a08ed27,2021-12-19,abc123,fcf6-4fa0,180.05,expense,Shopping
7083ac76,2021-12-19,abc123,3d35-469d,1.75,expense,Alcohol & Bars
bc49abf2,2021-12-19,abc123,2e92-4ec0,1.75,expense,Mobile Phone
44d74081,2021-12-19,abc123,52e8-472e,165.72,expense,Restaurants
7c0f82da,2021-12-19,abc123,ec82-439f,192.41,expense,Restaurants
026fecee,2021-12-19,abc123,1732-4a2c,1.75,income,Mutual Funds
78f69ecb,2021-12-19,abc123,8495-4b5c,2.74,income,Mutual Funds
cd6bc77b,2021-12-19,abc123,d548-41b6,1.75,expense,Gas & Fuel
c817e92c,2021-12-19,abc123,4c50-4dce,77.54,expense,Shopping
75e8bb56,2021-12-19,abc123,422b-4634,176.43,expense,Restaurants
f3f32cc9,2021-12-19,abc123,1c29-48a3,1.75,expense,Restaurants
82d1b9c7,2021-12-19,abc123,4bcf-417e,181.14,expense,Fast Food
13c82ded,2021-12-19,f515-4a07,abc123,3338.12,income,Salary
562f9dd7,2021-12-19,abc123,c6bc-4d9e,1.75,expense,Groceries
7e24a463,2021-12-19,abc123,f99a-496c,1.75,expense,Home Improvement
73eabe91,2021-12-19,10c0-4edd,abc123,335.96,income,Salary
09a2ca6d,2021-12-19,91fa-438e,abc123,150.66,income,Mutual Funds
4a5b6880,2021-12-20,abc123,f8d7-4d88,1.75,expense,Restaurants
4526f817,2021-12-20,abc123,cdea-4ffe,1.75,income,Mutual Funds
bee1666c,2021-12-20,abc123,fced-46c3,197.06,expense,Groceries
714739b7,2021-12-20,abc123,1e79-4079,63.48,expense,Coffee Shops
609ff0f9,2021-12-20,abc123,00fe-4226,82.6,expense,Television
31ccc597,2021-12-20,abc123,5db1-45ec,152.73,expense,Shopping
edd59907,2021-12-20,abc123,31c6-48d3,194.42,expense,Restaurants
e692d291,2021-12-20,abc123,381c-4098,194.76,expense,Groceries
97db44fa,2021-12-20,abc123,310e-4eae,1.75,expense,Groceries
f4281146,2021-12-20,abc123,cd5a-4dbf,132.15,expense,Shopping
d5987ba8,2021-12-20,abc123,aca1-4d51,1.75,expense,Groceries
0df42c6e,2021-12-20,abc123,55a4-456d,177.29,expense,Home Improvement
a6052535,2021-12-20,abc123,4a2d-41c0,123.46,expense,Groceries
1643c379,2021-12-20,abc123,4bdc-462e,177.34,expense,Restaurants
a0a568a5,2021-12-20,abc123,f357-476b,1.75,expense,Internet
f6e63412,2021-12-20,abc123,dbcd-4ea5,1.75,income,Mutual Funds
04d1fcbe,2021-12-20,abc123,9a0b-4285,955.75,income,Mutual Funds
8d4736b8,2021-12-20,abc123,ad78-4f60,115.48,expense,Restaurants
23859ade,2021-12-20,abc123,5a0f-409e,1.75,expense,Home Improvement
931edfdb,2021-12-20,abc123,cf44-4dc0,1998.37,expense,Utilities
8cb6d648,2021-12-20,c2fc-487b,abc123,104.79,income,Stocks
3e5d6882,2021-12-20,abc123,b512-4a27,1.75,expense,Shopping
0a7cc750,2021-12-20,abc123,cfd0-4028,1.75,expense,Restaurants
9e622997,2021-12-20,abc123,bc13-42e6,3.14,expense,Shopping
81413807,2021-12-20,abc123,5abf-47e1,195.19,expense,Groceries
3a15adf1,2021-12-20,abc123,7d19-44b3,200.07,expense,Restaurants
fb53e87a,2021-12-20,abc123,3137-407d,187.03,expense,Home Improvement
58682b18,2021-12-20,abc123,01d1-4e34,1.75,expense,Auto Insurance
61c8a8f9,2021-12-20,abc123,f906-4627,1.75,income,Stocks
f93dbd20,2021-12-20,abc123,3150-4681,2.28,income,Stocks
9fc78ab7,2021-12-20,abc123,79ed-4aa6,1.75,expense,Mobile Phone
f80c69ee,2021-12-20,abc123,015c-41db,141.09,expense,Internet
ecdf57ca,2021-12-20,abc123,01cf-4ee8,166.98,income,Stocks
2c5bbdcd,2021-12-20,abc123,5a43-4a72,1166.61,expense,Shopping
affbb242,2021-12-20,abc123,563b-457d,163.57,expense,Shopping
ff1535c3,2021-12-20,abc123,2643-4ecf,187.51,expense,Restaurants
44b338d5,2021-12-20,abc123,2379-4a8d,1.75,expense,Restaurants
8c8c6351,2021-12-20,abc123,e027-406f,56.14,expense,Auto Insurance
756f9156,2021-12-20,abc123,3c10-401f,151.03,expense,Internet
93513ebf,2021-12-20,abc123,006a-45f0,200.57,expense,Alcohol & Bars
ee3f7ce7,2021-12-20,abc123,3aa6-4253,119.6,expense,Movies & DVDs
a8606d2b,2021-12-20,abc123,5100-498e,21.07,expense,Shopping
bddef5a7,2021-12-20,abc123,9e35-4f44,198.04,expense,Television
9d3c7e94,2021-12-20,abc123,c4be-4974,186.63,expense,Restaurants
238f399b,2021-12-20,abc123,7af2-4063,199.45,expense,Restaurants
cb0e3e4c,2021-12-20,abc123,1362-4259,55.65,expense,Utilities
c032ecdf,2021-12-20,abc123,b865-4e2c,182.17,expense,Home Improvement
4abcc5b1,2021-12-20,abc123,8c8e-4424,188.74,expense,Coffee Shops
42b42749,2021-12-20,abc123,0f26-4580,190.85,expense,Music
6e03d536,2021-12-20,abc123,ffcf-4f1d,1.75,expense,Shopping
95c11a4b,2021-12-20,5b1f-45c7,abc123,2128.06,income,Mutual Funds
f33355eb,2021-12-20,abc123,4d47-4895,195.76,expense,Music
38fb6368,2021-12-20,abc123,41a7-4795,158.29,expense,Gas & Fuel
b9ba86e0,2021-12-20,abc123,e23f-426b,1827.29,expense,Gas & Fuel
2005b3b9,2021-12-20,abc123,768b-4c96,171.17,expense,Groceries
685ea45a,2021-12-20,abc123,80ab-409d,190.06,expense,Home Improvement
36b530ae,2021-12-20,abc123,0ccf-4db3,1.75,expense,Auto Insurance
f8a12618,2021-12-20,2d54-4532,abc123,3259.58,income,Salary
e11c721a,2021-12-20,abc123,0aed-4f2b,34.92,expense,Restaurants
71f79746,2021-12-20,abc123,fafe-4dec,2219.07,expense,Shopping
bdb36d61,2021-12-21,abc123,098f-48b3,1.75,expense,Mortgage & Rent
27e26b08,2021-12-21,abc123,3b43-4317,144.49,expense,Restaurants
a05f134d,2021-12-21,abc123,b81d-471f,1.75,expense,Restaurants
7ce634ff,2021-12-21,abc123,b23d-43d2,197.2,expense,Groceries
61771adf,2021-12-21,d1b0-45aa,abc123,3178.72,income,Salary
7885fe91,2021-12-21,d2dd-46b9,abc123,2085.81,income,Mutual Funds
5eeefdcc,2021-12-21,abc123,fa67-43b3,200.1,expense,Groceries
6649342a,2021-12-21,abc123,3112-4102,1496.68,expense,Groceries
b6c1b28e,2021-12-21,6c4c-4ca9,abc123,975.17,income,Salary
3c59c97c,2021-12-21,abc123,b831-48c1,76.05,expense,Electronics & Software
5e13b0d9,2021-12-21,52b2-43ca,abc123,1833.11,income,Mutual Funds
25f06e4b,2021-12-21,7e73-40b9,abc123,2947.79,income,Stocks
3ff58f79,2021-12-21,abc123,338f-41ab,200.53,expense,Restaurants
d652c211,2021-12-21,abc123,8c5d-41f6,841.38,expense,Gas & Fuel
69cadd9f,2021-12-21,abc123,74d8-4e99,1.75,expense,Fast Food
8b99f677,2021-12-21,abc123,39c7-4e69,1.75,expense,Groceries
494cf92a,2021-12-21,abc123,3045-41ff,159.85,expense,Home Improvement
362186bf,2021-12-21,abc123,1ba1-4f70,171.9,expense,Electronics & Software
86aa112f,2021-12-21,abc123,21d5-4322,1.75,expense,Movies & DVDs
e9a3e8f2,2021-12-21,abc123,70a6-488e,199.83,expense,Groceries
97f2a147,2021-12-21,abc123,ec1b-45e6,1.75,expense,Gas & Fuel
5ee13a12,2021-12-21,abc123,f87b-49b0,2222.18,expense,Utilities
ff7c4428,2021-12-21,abc123,3a69-409d,1.75,expense,Fast Food
0d608092,2021-12-22,abc123,cb70-43fc,1.75,expense,Utilities
5c08596a,2021-12-22,abc123,b4a8-49a1,933.55,income,Salary
27e46453,2021-12-22,abc123,acd5-4a95,2144.18,expense,Mortgage & Rent
852c9fd0,2021-12-22,abc123,08d4-453d,129.0,expense,Groceries
a7b138f2,2021-12-22,abc123,213c-47fa,977.42,expense,Restaurants
6c584850,2021-12-22,abc123,f2c2-4a5e,1.75,expense,Utilities
06ca542e,2021-12-22,abc123,0d16-4af1,1.75,expense,Alcohol & Bars
e9942536,2021-12-22,abc123,9926-49fb,200.05,expense,Movies & DVDs
7630b871,2021-12-22,abc123,7e04-4b2b,123.6,expense,Television
b18f0b56,2021-12-22,abc123,f51f-4cdc,186.83,income,Salary
3e0c62cd,2021-12-22,abc123,d422-40b4,199.83,income,Stocks
79772040,2021-12-22,abc123,dce5-455a,394.84,expense,Fast Food
d0c7161d,2021-12-22,abc123,7e5e-48e5,200.8,expense,Utilities
47bcfefd,2021-12-22,c0e4-4e95,abc123,901.84,income,Stocks
b0253110,2021-12-22,abc123,f7b4-4a80,192.58,expense,Restaurants
8c3e6d3a,2021-12-22,509b-4ed0,abc123,973.74,income,Salary
9bb8c0e9,2021-12-22,abc123,dc0a-4aa5,60.27,expense,Auto Insurance
50aa1881,2021-12-22,abc123,e3c5-427a,124.63,expense,Restaurants
ffa20ded,2021-12-22,abc123,0fbc-491a,1.75,expense,Gas & Fuel
ed2f2b9d,2021-12-23,abc123,d382-4dfe,182.22,expense,Groceries
cc5d5014,2021-12-23,abc123,5dcb-4814,176.25,expense,Coffee Shops
943d6b2c,2021-12-23,abc123,926d-4dca,947.0,expense,Utilities
0f2cf1f9,2021-12-23,abc123,7620-4ba3,87.92,expense,Internet
3e89287a,2021-12-23,abc123,622b-43aa,190.25,expense,Alcohol & Bars
6e8b1ddb,2021-12-23,abc123,f566-4847,1.75,expense,Fast Food
d7a26d9a,2021-12-23,abc123,7e85-4cea,150.02,expense,Auto Insurance
5cbc120d,2021-12-23,abc123,6982-4754,1.75,expense,Alcohol & Bars
de31a107,2021-12-23,abc123,ce13-4d8d,1.75,expense,Gas & Fuel
03029d66,2021-12-23,abc123,61e3-4376,190.72,expense,Restaurants
b9a42e51,2021-12-23,2f3c-411a,abc123,2177.88,income,Mutual Funds
cac0861c,2021-12-23,abc123,f542-4ec5,90.9,expense,Fast Food
60cc0517,2021-12-23,abc123,a3f1-45a0,1.75,expense,Gas & Fuel
5de03420,2021-12-23,abc123,2873-4334,187.51,income,Salary
3aa5e81c,2021-12-23,abc123,bdf2-42cc,1.75,expense,Gas & Fuel
72a1458a,2021-12-23,abc123,4b87-480b,66.87,expense,Shopping
3b836fb7,2021-12-23,abc123,6c14-431d,42.32,expense,Restaurants
6663776e,2021-12-23,abc123,b7d6-49a2,196.84,expense,Music
7a6b00d0,2021-12-23,abc123,7036-4450,1.75,expense,Coffee Shops
6e69ebed,2021-12-23,abc123,bb72-4394,198.09,expense,Internet
e71a9d14,2021-12-23,abc123,c24b-41f5,197.77,expense,Restaurants
c52c5236,2021-12-23,abc123,e71d-496e,174.18,expense,Alcohol & Bars
17da8156,2021-12-24,abc123,3fb8-4c1c,44.61,expense,Restaurants
81ab5fdd,2021-12-24,abc123,ba7c-4819,1.75,expense,Groceries
2ee58969,2021-12-24,abc123,7702-4f56,199.76,expense,Groceries
522ebf88,2021-12-24,abc123,dfdb-41d8,195.99,expense,Coffee Shops
97f5ad13,2021-12-24,abc123,c456-4405,119.71,income,Stocks
490447e4,2021-12-24,abc123,b2ff-45c4,149.04,expense,Utilities
1e55b34f,2021-12-24,abc123,aaf6-4496,157.21,expense,Internet
b81aab27,2021-12-24,abc123,5944-4168,94.01,expense,Restaurants
3ffd72b9,2021-12-24,abc123,3fa7-474d,195.33,expense,Music
c7a1e125,2021-12-24,abc123,ad80-42d1,1.75,expense,Shopping
a55b8232,2021-12-24,abc123,d3ea-4c5a,166.44,expense,Gas & Fuel
102dc108,2021-12-24,abc123,e9e3-49d4,23.24,expense,Groceries
008d3c60,2021-12-24,abc123,b339-47ae,187.18,expense,Restaurants
85463e53,2021-12-24,abc123,e5ac-4333,1776.82,income,Salary
5c0c700d,2021-12-24,abc123,1ee5-4ef1,90.42,expense,Coffee Shops
3ae6d837,2021-12-24,abc123,a993-42b1,174.73,expense,Haircut
4ad44763,2021-12-25,abc123,666d-4aa3,197.26,expense,Restaurants
e7520371,2021-12-25,abc123,d6b2-4216,192.97,expense,Groceries
c2318afa,2021-12-25,abc123,0078-4305,129.1,expense,Groceries
2243faca,2021-12-25,abc123,4e99-41ca,165.5,expense,Fast Food
ea4804ad,2021-12-25,abc123,5b1e-4825,140.88,expense,Restaurants
4b457287,2021-12-25,abc123,9ceb-46f9,176.3,expense,Groceries
2bd6359d,2021-12-25,abc123,747b-4377,1.75,expense,Utilities
b06cd545,2021-12-25,abc123,706d-4094,1.75,income,Stocks
fa47d172,2021-12-25,abc123,21fe-4d68,144.53,expense,Restaurants
9cf7ae89,2021-12-25,abc123,2722-4a74,169.02,expense,Food & Dining
7ad261bb,2021-12-25,abc123,f99a-4030,71.43,income,Mutual Funds
275d7e3a,2021-12-25,abc123,6358-4898,2176.2,expense,Gas & Fuel
